Inflight wifi service,Age,Flight Distance,Class,Online boarding,Checkin service,Loyal Customer,Seat comfort,Leg room service,Business Travel
4,28,2405,3,4,3,1,4,1,1
2,43,356,2,4,3,1,4,2,1
4,25,957,3,4,5,0,4,4,1
3,11,936,1,3,5,0,1,5,1
2,28,692,2,2,4,1,2,2,1
0,32,109,3,4,1,1,4,4,1
2,47,341,1,4,5,1,4,2,0
5,16,223,1,5,3,0,5,3,1
4,34,1668,3,5,4,1,4,4,1
3,55,419,1,4,3,1,3,3,1
5,23,605,2,5,4,1,4,1,1
2,43,539,3,5,5,1,5,4,1
1,39,164,1,1,1,0,3,1,1
2,31,1874,2,3,2,1,2,2,1
1,47,967,1,3,1,1,3,1,1
2,23,2816,3,5,2,1,5,1,1
2,33,1796,3,4,5,1,5,5,1
2,42,227,1,4,5,1,5,2,0
5,47,399,3,5,3,1,5,3,1
5,21,1910,3,4,5,1,3,3,1
2,23,1056,1,3,3,1,2,5,1
4,39,994,1,4,3,1,5,2,0
4,24,895,3,4,4,0,5,4,1
2,23,1504,1,2,4,1,5,2,0
5,29,620,3,5,3,1,5,4,1
4,39,216,3,4,1,0,2,2,1
2,69,354,1,3,5,1,2,2,0
2,23,181,1,2,3,0,2,5,1
2,48,2336,3,4,4,1,4,4,1
4,33,2387,3,5,4,1,5,2,1
1,40,354,1,1,5,1,5,1,0
2,27,921,1,2,3,1,3,5,0
2,40,610,3,1,3,0,4,3,1
1,30,2573,3,4,3,1,4,4,1
4,67,237,1,4,4,1,1,4,0
2,39,3514,3,4,3,1,4,4,1
5,39,386,3,5,5,1,4,3,1
4,38,352,3,4,3,0,2,2,1
3,37,3281,3,4,3,1,5,4,1
1,59,1005,1,1,3,1,1,3,0
5,46,3389,3,5,3,1,5,5,1
3,66,409,1,3,5,1,1,5,0
3,29,2716,3,5,3,1,5,4,1
4,33,2055,3,4,5,1,4,2,1
2,53,2953,3,3,2,1,3,2,1
3,9,501,1,3,3,1,4,5,0
3,11,645,1,3,2,1,2,2,1
3,44,733,1,2,1,1,3,2,0
1,52,3994,3,4,5,1,4,5,1
4,61,419,3,5,3,1,4,2,1
0,9,794,3,0,3,0,2,3,1
1,42,612,1,1,4,1,2,5,0
4,26,2040,3,4,4,1,4,5,1
5,53,802,3,4,3,1,5,3,1
2,14,213,2,2,5,1,2,2,0
2,26,948,1,2,3,0,5,4,1
3,42,164,3,5,5,1,4,5,1
2,23,337,1,2,3,0,4,5,1
4,45,2026,3,4,4,1,5,4,1
3,59,356,3,3,4,1,4,3,1
1,46,853,1,1,2,1,3,1,0
3,43,588,3,4,5,1,5,3,1
2,46,2556,3,4,3,1,3,2,0
3,62,528,1,3,1,1,3,1,0
5,49,2377,3,3,5,1,3,4,1
3,39,2895,3,4,5,1,5,5,1
5,30,2681,2,5,1,1,5,1,1
4,50,3822,3,5,4,1,5,4,1
3,43,1744,1,4,4,1,3,3,1
4,44,1609,3,5,4,1,5,4,1
3,46,2871,3,4,2,1,3,3,1
0,45,258,3,5,5,1,4,5,1
2,49,300,1,3,4,1,1,5,0
4,55,1440,1,4,3,1,3,4,0
0,17,604,1,0,5,0,3,5,1
1,41,390,3,2,4,0,1,4,1
2,48,663,1,2,5,1,2,4,0
3,51,308,1,5,2,1,3,4,0
5,55,2585,3,5,4,1,4,5,1
2,29,134,2,0,2,1,5,5,0
1,30,1754,3,5,5,1,5,4,1
2,66,358,1,2,1,1,4,1,0
2,57,328,3,4,5,1,4,5,1
3,27,1075,3,2,1,0,4,1,1
1,39,1390,2,1,1,1,1,1,1
1,40,1126,3,5,4,1,4,5,1
3,43,888,2,2,2,1,3,3,1
3,26,1124,1,3,4,1,4,3,0
2,35,3291,3,4,4,1,4,5,1
4,41,584,2,4,1,0,5,3,1
3,21,1182,1,3,3,1,2,1,0
0,49,896,3,4,2,1,4,0,0
1,56,1931,3,4,3,1,4,5,1
0,9,1737,1,1,4,1,5,2,0
1,39,700,3,5,5,1,5,5,1
4,46,3161,3,5,3,1,4,3,1
2,68,1288,1,3,4,1,5,2,0
4,24,3108,3,4,5,1,4,4,1
4,24,862,1,4,3,0,4,2,1
4,46,1846,3,5,5,1,4,4,1
2,25,516,1,2,2,0,3,5,1
4,60,1678,1,4,2,1,1,2,0
3,62,431,3,4,4,1,3,3,1
3,24,589,1,3,3,1,2,4,0
3,15,458,1,3,4,1,2,5,0
2,61,2139,1,2,3,1,2,3,0
3,52,944,1,3,2,1,3,3,0
2,42,508,3,2,4,1,1,2,1
1,61,1416,1,4,1,1,2,1,0
4,56,1784,3,3,3,1,3,3,1
3,42,452,1,3,2,1,3,3,1
3,34,170,3,3,2,1,4,4,1
3,59,583,3,2,1,1,2,3,1
0,47,602,3,4,5,1,5,0,0
1,9,954,1,1,2,1,5,2,0
2,53,515,1,2,5,1,3,4,0
1,40,967,3,1,1,0,2,4,1
3,51,261,1,3,4,1,4,4,0
1,42,562,1,4,4,1,4,1,1
5,60,447,1,4,1,1,1,5,1
3,29,347,1,3,4,1,3,4,0
3,47,2075,3,1,1,1,2,3,0
2,60,1826,3,5,3,1,5,5,1
3,26,414,1,3,4,0,1,1,1
4,44,552,1,3,4,1,1,4,1
2,42,3669,3,1,1,1,4,4,1
5,39,2976,3,4,4,1,4,2,1
3,49,3797,3,3,4,1,3,3,1
4,18,449,1,4,2,0,2,2,1
5,40,2889,3,4,3,1,4,2,1
4,42,1598,3,5,3,1,4,5,1
4,49,549,1,3,1,1,4,4,0
4,24,395,1,4,3,0,2,3,1
3,16,589,1,4,5,0,2,5,1
5,65,391,1,5,2,1,3,1,0
1,50,1217,1,3,1,1,3,0,0
1,41,1504,3,4,4,1,4,5,1
1,22,1204,3,2,4,1,1,5,1
1,66,320,1,2,2,1,3,1,0
2,30,679,3,5,3,1,5,5,1
3,65,262,1,3,1,0,1,4,1
3,68,590,1,3,3,1,4,4,0
3,47,1056,1,5,4,1,4,3,0
2,55,302,3,2,1,1,2,2,1
1,22,3677,3,5,5,1,4,3,1
1,40,2717,1,3,5,1,5,5,0
3,52,448,1,4,3,1,4,3,0
3,18,694,1,3,5,1,4,2,0
1,25,2349,1,1,2,1,3,5,1
4,26,1464,3,4,3,0,5,3,1
1,55,834,1,1,4,1,3,5,0
2,10,296,1,2,4,1,2,3,0
5,55,2348,3,4,4,1,4,4,1
4,36,102,1,4,4,1,4,3,1
1,30,2199,3,5,3,1,5,3,1
2,25,397,1,3,3,0,1,1,1
3,51,3201,3,5,4,1,2,5,1
4,52,907,1,4,3,1,4,4,0
4,39,2475,1,4,4,1,4,4,0
2,37,611,2,2,3,1,2,3,1
0,22,854,2,0,3,1,5,5,0
2,24,1090,3,2,4,1,2,3,1
1,46,2475,3,2,3,1,3,1,1
5,32,101,1,5,4,1,5,2,1
2,41,2208,3,4,3,1,3,1,1
2,10,1005,1,3,3,1,5,4,0
3,58,746,2,4,3,1,4,3,0
3,51,643,1,3,2,1,4,2,1
4,36,366,1,4,1,1,3,2,0
2,45,1933,3,2,4,1,4,4,1
5,36,422,3,2,4,1,2,5,0
3,55,1195,1,5,4,1,5,3,1
3,39,493,3,3,3,1,1,4,1
1,48,239,3,1,3,0,1,2,1
4,50,185,1,4,5,1,4,4,1
2,17,462,2,2,2,1,3,1,1
2,42,501,3,4,4,1,4,2,1
2,40,259,1,2,4,0,1,5,1
3,44,321,1,3,2,1,3,1,1
2,52,1706,3,5,3,1,4,5,1
4,46,2475,1,5,3,1,1,4,1
5,25,3367,3,4,3,1,4,3,1
3,47,1504,1,3,3,1,4,4,0
4,24,258,3,4,4,0,5,2,1
3,28,519,1,2,4,0,5,1,1
3,26,723,3,3,5,0,5,5,1
3,51,548,1,3,2,0,2,2,1
5,28,678,3,5,3,1,5,5,1
2,36,311,1,2,1,1,2,1,1
4,36,229,1,4,4,1,5,4,0
1,43,1984,1,4,1,1,3,1,1
4,36,101,1,4,2,1,4,1,1
2,39,837,1,1,4,1,5,3,0
3,49,191,3,4,3,1,5,4,1
3,57,1189,1,3,2,1,2,5,0
1,57,2160,3,4,4,1,5,3,1
1,21,1046,1,1,1,0,3,4,1
3,23,1886,3,4,5,1,4,5,1
2,33,201,1,2,2,0,5,5,1
3,38,348,1,3,1,0,5,5,1
2,42,797,1,3,5,1,5,2,1
1,54,1703,3,4,4,1,5,4,1
1,37,634,1,1,5,1,1,2,0
1,20,399,1,1,4,1,3,4,0
1,61,1986,3,1,5,1,5,2,1
4,63,473,1,1,4,1,1,4,0
1,43,940,1,1,2,0,1,5,1
4,59,802,1,4,2,1,4,4,1
3,15,1127,1,3,5,1,2,4,0
4,37,109,1,4,2,0,5,1,1
5,49,2508,3,5,5,1,5,4,1
2,29,2400,1,2,3,1,3,2,0
3,33,994,3,4,3,1,4,4,1
5,40,1590,3,3,3,0,3,4,1
4,40,156,1,4,3,1,2,1,0
5,28,509,2,5,1,1,5,5,1
4,24,130,3,4,3,0,5,3,1
2,27,290,1,2,4,1,5,5,0
4,26,955,1,4,5,1,5,3,0
2,57,1452,1,4,4,1,4,2,0
3,39,532,3,3,5,0,3,3,1
2,30,1757,3,4,2,1,3,3,1
2,25,1014,3,2,4,1,4,3,0
3,25,543,1,3,2,1,3,1,0
1,61,2402,2,4,4,1,4,3,0
2,49,1587,3,4,4,1,4,4,1
5,47,1069,3,4,3,1,5,5,1
2,39,3516,3,5,5,1,4,5,1
2,69,2065,1,4,4,1,4,2,0
2,40,397,3,2,1,1,2,2,1
3,45,2378,1,1,1,1,1,2,0
1,44,3308,3,4,3,1,4,3,1
1,26,571,3,5,5,1,5,4,1
2,23,596,1,2,1,1,5,4,0
1,45,2558,3,5,5,1,5,4,1
4,44,160,3,4,3,1,4,5,1
4,11,529,1,4,4,0,4,5,1
2,30,192,2,0,1,1,2,3,0
3,47,696,2,3,3,1,3,2,0
4,62,821,1,5,5,1,4,5,0
2,63,315,1,1,3,1,2,2,0
2,20,102,1,2,4,0,1,2,1
1,45,453,1,1,1,1,5,2,0
3,55,359,3,5,4,1,5,5,1
1,30,2612,3,1,2,1,1,5,1
2,35,646,3,2,1,1,2,2,0
3,39,2075,1,3,4,1,2,3,0
3,38,337,1,3,1,0,4,2,1
4,37,2447,1,4,2,1,1,1,0
4,45,1671,3,5,4,1,4,5,1
2,62,331,2,4,4,1,4,4,0
3,36,501,1,3,2,0,5,3,1
2,55,549,1,1,5,1,2,4,0
3,54,3790,3,4,4,1,5,2,1
1,37,591,1,1,2,0,3,1,1
4,51,1276,1,4,3,1,4,5,1
4,53,794,3,4,3,1,5,5,1
3,26,584,1,3,1,0,2,5,1
2,37,543,3,5,3,1,5,5,1
2,57,1050,1,5,1,1,3,2,0
5,62,1919,1,4,4,1,4,5,0
3,57,1990,3,4,5,1,5,2,1
5,47,1781,3,5,5,1,5,4,1
3,16,1262,1,3,5,1,5,4,0
3,35,259,1,3,1,1,3,3,0
3,40,429,1,3,1,1,3,3,0
4,26,895,3,3,5,0,4,3,1
2,53,2139,1,5,3,1,4,2,0
4,51,3320,3,5,3,1,4,5,1
2,32,3067,3,2,2,1,2,2,1
4,40,2043,3,4,4,1,5,5,1
3,39,1947,1,3,3,1,1,3,0
3,15,545,1,2,2,0,3,4,1
4,51,1554,3,4,4,1,4,4,1
2,21,2077,1,2,3,1,3,4,0
3,9,873,2,3,1,1,4,5,1
4,10,621,2,4,4,1,2,4,0
3,30,522,1,3,3,1,4,2,0
3,70,1208,1,3,4,1,2,4,0
2,9,296,1,2,1,1,5,5,0
2,25,946,1,2,3,0,4,2,1
1,16,469,2,1,4,0,4,1,1
3,51,2647,3,1,4,1,2,5,1
3,43,1086,1,4,2,1,3,3,1
5,29,3818,3,5,5,1,5,2,1
2,44,1448,1,2,1,0,5,5,1
1,36,1726,1,1,5,1,5,5,0
2,26,2434,3,5,3,1,5,4,1
5,54,287,3,4,3,1,4,5,1
1,47,689,1,1,3,1,1,1,1
1,30,946,1,1,4,0,1,4,1
5,57,950,1,5,4,1,2,3,0
1,34,309,1,3,3,0,3,2,1
5,45,678,3,4,5,1,5,4,1
2,50,516,3,4,3,1,4,2,0
4,56,1072,1,4,4,1,4,3,1
1,48,393,3,5,3,1,5,3,1
3,56,3771,3,4,5,1,4,4,1
2,41,403,3,2,5,0,3,5,1
4,20,462,1,4,2,0,1,2,1
3,67,299,1,5,4,1,4,3,0
3,70,1009,2,3,4,1,1,2,0
1,50,134,3,1,3,1,2,1,1
5,49,859,3,4,4,1,5,5,1
2,27,145,1,0,5,1,5,4,0
2,34,2475,3,4,4,1,4,4,1
2,59,332,3,4,5,1,5,5,1
1,16,184,1,1,4,1,4,4,0
4,42,1744,3,4,4,1,4,4,1
2,21,853,3,3,1,0,3,4,1
2,24,375,1,2,4,0,4,5,1
1,70,432,3,2,1,1,5,1,0
4,68,405,1,2,1,1,2,4,0
2,42,1121,1,2,3,1,1,3,0
1,52,1972,1,3,1,1,4,0,0
2,38,190,1,2,4,1,4,2,0
3,36,544,1,3,3,1,1,2,0
2,46,304,1,5,5,1,3,5,0
4,45,661,1,4,3,1,2,3,0
2,24,1014,1,2,1,1,4,1,0
4,17,270,3,4,3,0,3,5,1
2,19,228,1,2,4,1,2,3,0
3,34,1628,3,3,3,1,4,3,1
3,45,2457,3,3,3,1,3,4,1
2,44,287,1,2,3,1,4,2,0
5,39,345,3,4,4,1,5,4,1
2,46,393,3,5,5,1,4,5,1
2,18,469,1,2,4,1,1,5,0
4,23,594,3,4,5,0,3,2,1
2,60,2255,3,4,3,1,4,5,1
3,46,2537,3,4,3,1,4,5,1
4,50,937,1,4,4,1,5,2,1
4,50,493,2,4,4,1,4,2,1
3,30,306,3,5,5,1,5,2,1
1,14,1217,1,1,4,1,2,2,0
2,8,562,1,3,1,1,4,4,0
1,22,1587,3,4,3,1,4,3,1
4,54,1605,3,5,5,1,5,4,1
3,23,228,3,3,2,1,3,1,1
3,49,399,2,3,5,1,1,4,0
4,38,650,3,4,3,0,4,2,1
5,16,919,3,5,3,0,5,3,1
4,19,1046,3,3,1,1,4,2,1
3,22,306,1,3,3,0,1,5,1
2,8,134,1,0,2,1,3,5,0
4,52,2627,3,4,3,1,5,5,1
2,20,1194,1,2,5,1,1,3,0
1,54,1539,3,3,1,1,3,2,1
3,28,369,3,5,4,1,5,3,1
3,58,925,1,3,4,1,2,3,1
3,41,612,1,3,3,1,2,5,0
2,31,3711,1,2,2,1,2,4,1
2,66,1121,1,2,4,1,2,5,1
4,28,163,1,4,3,1,1,2,0
0,58,989,2,0,3,1,4,5,0
2,54,2273,3,5,5,1,5,4,1
5,22,326,3,5,1,0,1,4,1
5,50,907,3,5,4,1,5,4,1
4,26,2860,1,4,5,1,1,5,0
3,46,227,1,5,5,1,2,3,1
0,31,228,1,0,4,1,1,2,1
0,32,2402,1,0,3,1,3,2,1
1,39,3815,3,4,5,1,4,5,1
3,40,483,2,3,2,1,3,4,1
3,38,2704,1,2,3,1,1,3,0
3,10,542,1,3,4,1,4,1,1
1,57,3321,3,5,5,1,4,4,1
3,30,1239,1,3,2,0,2,4,1
5,35,1009,3,4,3,1,5,4,1
4,30,2399,3,4,3,1,4,5,1
3,17,965,1,4,5,1,5,4,0
2,61,331,1,2,2,0,3,5,1
2,51,2136,3,5,4,1,5,2,0
0,43,2136,3,5,4,1,5,5,1
3,52,445,3,2,3,1,3,3,1
3,21,1149,1,3,5,0,2,4,1
4,53,3876,3,4,5,1,4,3,1
3,50,2461,3,5,3,1,4,5,1
4,40,236,3,4,4,0,3,2,1
3,35,599,3,2,1,1,3,4,1
2,51,2039,1,4,5,1,4,2,0
3,57,3543,3,5,3,1,4,4,1
2,38,406,1,2,3,0,5,3,1
1,50,964,1,1,2,1,1,2,1
1,39,325,3,4,5,1,4,4,1
2,14,762,1,2,5,1,2,3,0
1,43,2949,3,3,3,1,3,1,1
5,29,1549,3,5,5,1,5,4,1
3,66,1197,1,3,5,1,2,2,0
4,28,1452,3,4,5,0,2,5,1
2,38,927,1,2,3,0,3,1,1
3,40,594,1,3,4,1,3,2,1
2,65,861,1,4,5,1,5,2,0
2,42,296,3,5,4,1,4,5,1
4,14,2614,2,4,3,1,2,3,1
4,56,1701,3,3,2,1,3,2,1
1,59,3824,3,5,4,1,4,4,1
2,13,164,1,1,1,1,1,5,0
1,30,3800,3,4,5,1,4,5,1
2,48,972,1,2,1,1,2,4,1
3,36,1269,3,4,2,1,4,3,1
4,80,235,3,4,1,0,4,4,1
2,12,3548,3,2,2,1,2,4,1
1,51,1452,1,1,3,1,3,4,0
1,32,3831,3,5,3,1,5,5,1
2,22,1183,1,2,5,0,3,3,1
4,58,2163,3,2,3,1,2,4,1
3,33,641,3,3,5,0,1,4,1
3,20,2965,3,4,3,1,4,3,1
3,21,397,1,5,1,1,1,3,0
1,38,883,1,0,4,1,5,5,0
0,41,2849,3,4,5,1,3,3,1
2,41,1785,3,5,4,1,5,5,1
2,65,2092,1,4,3,1,5,2,0
1,45,349,3,1,4,0,4,3,1
4,21,354,1,4,5,0,5,3,1
2,50,451,1,2,5,1,5,2,0
1,52,2311,1,4,1,1,5,1,0
2,38,925,1,2,2,1,1,4,0
2,19,819,3,2,2,1,3,4,0
4,18,1188,3,4,1,0,1,5,1
1,30,737,1,1,2,0,2,2,1
2,27,561,1,2,4,1,2,1,0
4,29,1379,3,4,5,0,4,5,1
5,21,391,1,3,5,1,5,4,1
3,38,859,3,3,2,1,3,3,1
1,35,2653,3,5,5,1,4,4,1
4,42,160,1,4,3,1,2,1,0
2,55,255,3,4,4,1,5,4,1
3,60,495,3,5,4,1,4,3,1
3,32,163,1,3,5,1,4,4,0
5,57,408,3,4,3,1,5,4,1
4,48,819,1,4,1,1,5,1,0
5,40,373,3,2,1,1,3,4,1
3,26,349,3,3,2,0,2,2,1
1,43,2912,3,5,2,1,3,4,1
4,63,594,1,1,5,1,2,4,0
1,56,1050,1,1,5,1,1,1,0
2,35,134,1,2,3,1,5,2,0
2,44,2574,3,4,3,1,5,5,1
5,58,239,1,5,2,1,5,3,1
4,57,1984,3,4,3,1,3,3,1
3,50,2838,3,4,3,1,4,4,1
3,36,2503,3,3,4,1,4,3,1
4,50,920,1,4,3,1,3,4,0
5,34,3755,3,2,4,1,1,4,1
4,31,383,1,4,2,1,4,5,1
3,11,627,3,4,4,1,4,2,1
1,48,2224,3,5,5,1,4,4,1
3,60,1620,3,5,3,1,4,5,1
4,24,860,3,5,4,1,5,3,1
2,50,199,1,2,2,0,3,5,1
5,72,337,1,5,4,1,5,2,1
2,38,646,3,2,3,0,1,5,1
2,62,123,2,1,1,1,5,2,0
2,60,2844,3,5,5,1,4,5,1
2,47,280,1,2,5,1,3,4,0
3,64,825,1,3,5,1,5,5,0
2,57,1189,3,5,4,1,5,5,1
4,58,228,3,4,2,1,4,5,1
2,31,2528,3,2,4,1,2,4,1
2,41,1533,3,4,1,1,3,5,1
1,29,936,1,1,1,0,1,2,1
4,12,1020,1,4,4,1,3,3,0
3,55,192,3,3,2,1,3,3,0
4,14,746,1,4,3,1,3,1,0
3,53,1438,3,3,3,1,3,3,1
2,43,737,3,5,3,1,4,4,1
4,25,1008,3,4,4,0,1,5,1
1,17,583,1,1,3,1,4,1,0
2,44,1334,3,4,4,1,5,2,1
4,40,689,3,4,4,1,4,5,1
0,29,222,1,1,1,1,1,5,1
4,45,679,1,3,3,1,4,4,0
4,19,971,1,4,4,0,3,1,1
3,48,2001,3,4,4,1,4,2,1
3,34,1657,3,5,4,1,5,4,1
3,46,152,1,4,4,1,4,3,0
2,28,452,1,2,3,1,2,5,0
2,7,837,1,2,2,1,1,5,0
4,61,1597,2,4,5,1,5,4,0
4,37,1452,3,5,5,1,5,5,1
0,33,813,2,0,4,1,4,1,0
1,43,1120,1,1,5,1,5,3,0
3,31,937,1,3,4,1,1,1,0
2,25,3611,3,2,1,1,2,3,1
2,70,731,3,4,3,1,4,3,0
1,31,1158,1,2,4,0,4,2,1
1,48,547,3,4,5,1,4,5,1
5,40,3278,3,5,4,1,5,4,1
2,36,451,1,2,3,1,4,2,0
3,42,671,3,3,4,1,5,2,1
1,15,1464,1,1,4,1,3,4,0
1,32,489,1,1,4,0,4,5,1
1,24,337,1,1,5,0,3,2,1
2,26,2402,3,4,4,1,4,5,1
3,48,2402,3,1,2,1,3,3,0
5,32,1851,3,4,4,1,4,5,1
4,34,602,3,3,4,1,4,4,1
2,48,1182,1,2,4,1,2,1,1
5,49,1810,3,4,5,1,5,4,1
3,37,3386,3,5,5,1,5,5,1
3,47,3967,3,4,4,1,4,5,1
4,50,1585,3,4,3,0,4,3,1
3,65,829,2,2,4,1,3,3,0
4,28,528,3,5,4,1,5,3,1
2,49,2492,3,1,4,1,2,2,1
2,57,408,1,3,3,1,3,2,1
4,27,853,3,4,4,1,1,2,0
2,18,419,1,5,1,1,5,1,0
3,20,1096,1,3,5,1,5,5,0
2,24,549,3,5,1,1,5,3,1
4,64,978,1,4,4,1,4,4,0
2,36,399,1,2,5,1,3,4,0
3,47,134,3,4,3,1,5,5,1
2,40,183,3,2,3,0,3,4,1
4,30,1637,3,3,3,1,3,5,1
1,31,3845,3,5,4,1,5,3,1
1,40,2408,3,5,5,1,5,4,1
3,51,258,3,2,3,1,3,3,1
3,22,447,1,3,3,1,3,4,0
2,72,181,1,2,3,0,3,5,1
5,40,1956,1,5,5,1,5,2,1
4,56,1972,1,3,3,1,3,4,0
3,65,344,1,4,4,1,4,3,1
2,37,293,3,2,4,0,3,3,1
4,42,2218,3,4,5,1,4,4,1
2,24,576,3,2,4,1,2,2,1
5,38,101,1,5,1,1,5,4,1
2,20,1979,1,2,3,1,3,2,0
0,21,719,3,0,3,0,5,2,1
1,53,1948,3,3,1,1,4,1,1
3,50,1218,3,5,3,1,5,4,1
1,29,1127,1,1,4,1,1,5,1
2,33,337,1,2,3,1,1,1,0
1,27,2862,3,5,3,1,5,1,1
1,8,247,3,1,3,1,3,1,0
2,49,685,3,2,3,0,5,3,1
3,40,402,3,3,2,1,3,5,1
2,45,950,3,3,5,1,3,2,0
3,44,907,1,3,5,1,5,3,0
3,25,404,1,3,5,1,1,5,0
1,19,907,1,1,4,0,3,5,1
5,15,2642,3,4,5,1,4,4,1
5,25,1235,1,5,3,0,1,5,1
2,25,817,1,2,3,0,3,4,1
5,36,562,3,3,4,1,2,4,1
3,50,2586,1,3,3,1,1,5,0
4,25,2248,1,4,5,1,3,4,0
3,75,349,1,3,4,0,4,5,1
5,23,583,1,5,3,1,3,5,0
1,38,116,2,2,3,1,1,1,1
3,26,227,3,3,2,0,4,1,1
1,63,377,1,1,3,1,4,1,0
4,44,404,3,4,3,0,4,4,1
3,21,1489,3,3,2,1,4,3,0
1,59,2549,3,3,4,1,1,5,1
2,67,370,1,2,3,1,2,5,1
2,24,364,1,2,1,0,4,3,1
5,63,236,2,5,5,1,5,1,1
3,43,591,3,4,5,1,5,3,0
0,35,2416,3,5,3,1,5,4,1
2,25,78,1,2,4,0,5,4,1
2,61,2738,3,5,4,1,4,4,1
3,68,645,1,3,2,1,4,2,0
3,25,1947,3,2,4,1,3,3,1
2,64,67,1,5,5,1,5,2,0
2,41,811,1,5,3,0,3,3,1
3,36,666,1,3,4,1,3,3,0
1,10,594,1,1,2,0,5,5,1
2,56,735,2,4,1,1,1,2,0
4,56,2554,3,5,4,1,4,5,1
3,32,308,2,3,5,1,2,2,0
1,30,1916,3,5,3,1,4,4,1
3,28,531,1,3,3,0,3,2,1
3,51,354,3,3,2,1,4,2,1
1,50,3758,3,4,5,1,4,5,1
5,47,3314,3,3,4,1,5,5,1
2,28,495,3,2,3,0,3,2,1
1,11,247,1,1,1,1,4,4,0
1,36,451,1,2,4,0,2,5,1
5,40,192,1,5,5,1,5,4,0
5,60,746,2,2,2,1,4,5,1
2,29,1436,2,2,1,0,1,4,1
4,42,585,2,4,4,1,4,4,1
2,52,376,1,4,3,1,3,2,0
1,22,2125,1,1,2,1,1,5,0
2,16,1567,3,2,1,1,2,4,1
2,63,478,1,4,4,1,3,2,1
3,20,190,1,3,3,0,5,2,1
4,17,577,1,4,5,1,1,4,0
4,50,3962,3,4,4,1,4,4,1
2,23,2327,3,4,4,1,4,3,1
4,29,1660,3,4,4,1,4,3,1
1,69,106,1,1,4,1,2,3,0
5,39,409,3,4,4,1,4,4,1
1,20,2342,1,1,1,1,3,2,0
1,66,1825,3,5,5,1,5,5,1
2,52,925,1,5,4,1,4,3,0
4,22,2105,3,2,3,1,2,5,1
4,68,432,1,4,3,1,4,3,0
3,44,1046,1,3,1,1,3,4,0
1,52,972,3,4,5,1,5,4,1
3,38,471,1,3,4,0,3,2,1
4,56,2689,3,2,3,1,2,4,1
2,39,177,1,2,4,0,2,5,1
3,38,3777,3,4,4,1,3,3,1
2,59,1345,3,5,3,1,5,5,1
1,46,372,3,5,5,1,5,4,1
5,21,130,1,5,2,1,5,1,0
3,27,446,1,4,4,0,4,2,1
4,40,1235,1,4,1,1,1,2,0
3,22,854,1,3,5,1,5,5,0
4,29,1660,3,5,2,1,5,4,1
4,44,116,1,2,2,1,1,4,1
3,30,554,3,3,3,1,2,5,0
2,58,825,3,4,4,1,4,4,1
1,36,258,3,1,4,0,2,3,1
2,50,429,2,2,3,1,2,5,1
1,39,3165,3,3,5,1,5,5,1
3,59,577,3,4,4,1,4,4,1
1,15,1107,1,0,2,0,3,5,1
1,48,1940,3,4,5,1,5,4,1
1,40,3572,3,4,5,1,4,4,1
3,57,1965,3,4,3,1,5,2,1
1,9,265,1,1,2,1,1,4,0
3,26,3982,3,3,3,1,3,1,1
3,42,1121,3,1,1,1,1,4,1
3,42,761,1,4,3,1,3,3,0
1,26,356,3,1,1,0,1,4,1
1,66,689,1,1,3,1,1,5,0
4,42,3916,3,4,4,1,5,5,1
5,58,266,1,5,4,1,5,1,1
4,56,762,3,4,4,1,5,4,1
1,58,581,2,1,3,1,2,1,0
4,37,237,2,4,4,1,4,5,1
5,50,3433,3,3,4,1,1,5,1
3,14,250,1,3,5,1,1,2,0
3,65,421,1,4,2,1,4,3,0
3,60,903,1,3,1,1,2,2,1
3,38,300,1,3,4,1,3,2,1
2,50,3477,3,4,4,1,5,4,1
1,20,449,3,1,3,0,1,3,1
4,55,1860,3,4,3,1,5,4,1
3,34,543,3,3,5,0,1,5,1
3,70,431,1,4,1,1,5,4,0
3,29,120,1,4,2,0,5,4,1
1,50,458,3,2,4,1,5,5,1
2,54,1142,1,2,3,1,2,3,0
4,45,1688,3,2,4,1,3,4,1
3,52,3137,3,4,3,1,5,5,1
4,23,907,1,4,2,0,3,1,1
3,63,1979,1,3,1,1,4,2,1
3,36,236,2,3,3,0,2,1,1
1,68,1199,2,3,3,1,2,1,1
4,51,101,1,5,3,1,5,4,1
5,39,1547,3,4,4,1,5,5,1
3,22,1478,1,4,1,0,1,3,1
5,46,2446,3,5,5,1,5,4,1
1,11,534,2,4,4,1,3,3,0
2,37,563,1,3,4,1,4,2,0
2,19,1075,1,2,4,1,3,3,0
0,42,2724,1,5,3,1,5,0,0
2,22,749,1,2,1,0,4,4,1
4,74,128,2,4,1,1,4,1,1
3,42,853,3,1,5,1,5,2,1
3,32,2000,3,2,3,1,2,5,1
3,55,641,1,3,1,1,3,1,1
1,21,255,3,1,3,1,1,3,0
3,43,3136,3,5,3,1,4,4,1
5,53,590,1,5,4,1,5,5,1
2,53,1598,3,3,4,1,2,2,1
0,20,184,3,0,5,0,3,3,1
3,22,1464,3,5,3,1,5,5,1
2,37,199,1,2,4,0,4,4,1
1,58,175,1,1,4,1,5,4,0
3,7,950,1,3,3,1,2,5,0
2,10,213,1,0,3,1,2,4,0
4,50,1123,3,4,3,1,4,3,1
1,45,1157,3,4,4,1,5,5,1
1,70,770,1,5,5,1,5,1,0
1,51,2586,3,4,4,1,4,4,1
